reading_no;sample_measurement_id;sample_id;site_id;sweref_n;sweref_e;parish;patina;hue;color;material;artefact;type;note;texture;grain_size;layering;topography;homogeneity;inclusion;surface;max_width_mm;max_length_mm;max_height_mm;weight_g;area_mm;sample_size;Bal;Mg;Al;Si;P;S;Cl;K;Ca;V;Cr;Mn;Fe;Co;Ni;Cu;Zn;As;Se;Rb;Sr;Y;Zr;Nb;Mo;Pd;Ag;Cd;Sn;Sb;Ba;Hf;Ta;W;Re;Au;Hg;Ti;Pb;Bi;Th;U
1544;494;494;Skellefteaa 132;7196682;755062;Skellefteaa;Yes;Dark;Black;Quartzite;Point preform;Preform;Sample point on flatter darker patina rich side;Medium-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;85;109;38;256;9265;Large;63.0865 ;;5.1443 ;26.4025 ;0.0311 ;0.0605 ;;3.2599 ;0.2845 ;;0.0022 ;0.0231 ;1.3532 ;;;;0.0041 ;;;0.0145 ;0.0078 ;0.0031 ;0.0383 ;0.0009 ;;;;;0.0016 ;;0.0731 ;;;;;;;0.1162 ;0.0012 ;;0.0007 ;
1545;495;495;Skellefteaa 133;7196682;755062;Skellefteaa;Yes;Dark;Black;Quartzite;Point preform;Preform;Sample point on side with less patina;Medium-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;59;68;24;84;4012;Large;60.2901 ;;6.6550 ;30.8036 ;0.0312 ;0.0501 ;0.0507 ;0.4358 ;0.2762 ;0.0006 ;0.0042 ;0.0155 ;1.1178 ;;;;0.0061 ;;;0.0077 ;0.0040 ;0.0038 ;0.0384 ;0.0008 ;;;;;0.0015 ;;0.0235 ;;;;;;;0.0737 ;0.0006 ;;0.0012 ;0.0003 
1546;495;495;Skellefteaa 134;7196682;755062;Skellefteaa;Yes;Dark;Black;Quartzite;Point preform;Preform;Sample point on patina rich side;Medium-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;59;68;24;84;4012;Large;60.2901 ;;6.6550 ;30.8036 ;0.0312 ;0.0501 ;0.0507 ;0.4358 ;0.2762 ;0.0006 ;0.0042 ;0.0155 ;1.1178 ;;;;0.0061 ;;;0.0077 ;0.0040 ;0.0038 ;0.0384 ;0.0008 ;;;;;0.0015 ;;0.0235 ;;;;;;;0.0737 ;0.0006 ;;0.0012 ;0.0003 
1547;496;496;Bureaa 252:1;7180835;787001;Bureaa;No;Light;Opaque streaked with black;Quartz;Point;Point;Sample point on side without inv. nr. marking;Fine-grained;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;;14;21;8;;294;Small;59.7760 ;;0.1445 ;39.8422 ;;0.0194 ;;0.1220 ;0.0139 ;;0.0048 ;;0.0105 ;;;;;;;0.0003 ;;;0.0051 ;;;;;;;;0.0122 ;;;;;;;0.0055 ;;;;
1548;496;496;Bureaa 252:1;7180835;787001;Bureaa;No;Light;Opaque streaked with black;Quartz;Point;Point;Sample point on side with inv. nr. marking;Fine-grained;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;;14;21;8;;294;Small;59.7760 ;;0.1445 ;39.8422 ;;0.0194 ;;0.1220 ;0.0139 ;;0.0048 ;;0.0105 ;;;;;;;0.0003 ;;;0.0051 ;;;;;;;;0.0122 ;;;;;;;0.0055 ;;;;
1549;497;497;Bureaa 252:1;7180835;787001;Bureaa;No;Dark;Black;Quartzite;Point;Point;Sample point on side without inv. nr. marking;Medium-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;26;53;11;;1378;Medium;56.3427 ;0.2272 ;0.5201 ;42.5006 ;0.0254 ;0.0178 ;0.0661 ;0.1960 ;0.0206 ;;0.0042 ;;0.0227 ;;;;;;;0.0010 ;0.0002 ;;0.0026 ;;;;;;;;0.0133 ;;;;;;;0.0396 ;;;;
1550;497;497;Bureaa 252:1;7180835;787001;Bureaa;No;Dark;Black;Quartzite;Point;Point;Sample point on side with inv. nr. marking;Medium-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;26;53;11;;1378;Medium;56.3427 ;0.2272 ;0.5201 ;42.5006 ;0.0254 ;0.0178 ;0.0661 ;0.1960 ;0.0206 ;;0.0042 ;;0.0227 ;;;;;;;0.0010 ;0.0002 ;;0.0026 ;;;;;;;;0.0133 ;;;;;;;0.0396 ;;;;
1551;498;498;Bureaa 252:1;7180835;787001;Bureaa;No;Light;Opaque;Quartz;Point;Point;Sample point on side without inv. nr. marking;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;16;31;6;;496;Small;57.2763 ;;0.4176 ;41.9394 ;0.0364 ;0.0437 ;0.0859 ;0.0887 ;0.0311 ;0.0007 ;0.0018 ;;0.0223 ;;;;;;;;;;;;;;;;;;0.0062 ;;;;;;;0.0061 ;;;;
1552;498;498;Bureaa 252:1;7180835;787001;Bureaa;No;Light;Opaque;Quartz;Point;Point;Sample point on side with inv. nr. marking;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;16;31;6;;496;Small;57.2763 ;;0.4176 ;41.9394 ;0.0364 ;0.0437 ;0.0859 ;0.0887 ;0.0311 ;0.0007 ;0.0018 ;;0.0223 ;;;;;;;;;;;;;;;;;;0.0062 ;;;;;;;0.0061 ;;;;
1553;499;499;Bureaa 252:1;7180835;787001;Bureaa;No;Dark;Black;Quartzite;Point;Point;Sample point on side without inv. nr. marking;Medium-grained;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;29;60;12;;1740;Medium;58.6186 ;0.3003 ;0.7512 ;39.7750 ;0.0212 ;0.0145 ;0.0225 ;0.3768 ;0.0321 ;0.0016 ;;;0.0457 ;;;;;;;0.0014 ;0.0003 ;;0.0040 ;;;;;;0.0007 ;;0.0152 ;;;;;;;0.0188 ;;;;
1554;499;499;Bureaa 252:1;7180835;787001;Bureaa;No;Dark;Black;Quartzite;Point;Point;Sample point on side with inv. nr. marking;Medium-grained;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;29;60;12;;1740;Medium;58.6186 ;0.3003 ;0.7512 ;39.7750 ;0.0212 ;0.0145 ;0.0225 ;0.3768 ;0.0321 ;0.0016 ;;;0.0457 ;;;;;;;0.0014 ;0.0003 ;;0.0040 ;;;;;;0.0007 ;;0.0152 ;;;;;;;0.0188 ;;;;
1555;500;500;Bureaa 252:1;7180835;787001;Bureaa;No;Dark;Dark gray streaked with black;Quartz;Point;Point;Sample point on side without inv. nr. marking;Fine-grained;Granoblastic;Foliated;Fine;No;Either quartz bands in dark quartzite or dark inclusion in quartz;;19;39;5;;741;Medium;54.5249 ;0.2765 ;0.4345 ;44.2128 ;0.0293 ;0.0560 ;0.1454 ;0.1436 ;0.0346 ;;0.0029 ;;0.0293 ;;;;;;;0.0007 ;0.0003 ;0.0002 ;0.0164 ;;;;;;;;0.0044 ;;;;;;;0.0883 ;;;0.0002 ;
1556;500;500;Bureaa 252:1;7180835;787001;Bureaa;No;Dark;Dark gray streaked with black;Quartz;Point;Point;Sample point on inv.nr. marking;Fine-grained;Granoblastic;Foliated;Fine;No;Either quartz bands in dark quartzite or dark inclusion in quartz;;19;39;5;;741;Medium;54.5249 ;0.2765 ;0.4345 ;44.2128 ;0.0293 ;0.0560 ;0.1454 ;0.1436 ;0.0346 ;;0.0029 ;;0.0293 ;;;;;;;0.0007 ;0.0003 ;0.0002 ;0.0164 ;;;;;;;;0.0044 ;;;;;;;0.0883 ;;;0.0002 ;
1557;501;501;Norsjoe 99:2;7220374;705471;Norsjoe;No;White;Opaque;Felsitic porphyric quartz;Arrow point;Point;Sample point on side without inv. nr. marking;Fine-grained;Granoblastic;Foliated;Fine;No;Bands of quartz;;18;48;11;;864;Medium;55.6489 ;0.2324 ;0.1116 ;43.7783 ;;0.0119 ;0.1255 ;0.0556 ;0.0117 ;0.0011 ;;;0.0056 ;;;;;;;;;;;;;;;;0.0006 ;;0.0126 ;;;;;;;0.0041 ;;;;
1558;501;501;Norsjoe 99:2;7220374;705471;Norsjoe;No;White;Opaque;Felsitic porphyric quartz;Arrow point;Point;Sample point on side with inv. nr. marking;Fine-grained;Granoblastic;Foliated;Fine;No;Bands of quartz;;18;48;11;;864;Medium;55.6489 ;0.2324 ;0.1116 ;43.7783 ;;0.0119 ;0.1255 ;0.0556 ;0.0117 ;0.0011 ;;;0.0056 ;;;;;;;;;;;;;;;;0.0006 ;;0.0126 ;;;;;;;0.0041 ;;;;
1559;502;502;Norsjoe 99:2;7220374;705471;Norsjoe;No;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Sample point on side without inv. nr. marking;Fine-grained;Granoblastic;Non-foliated;Fine;No;White streaks;;16;55;7;;880;Medium;56.0318 ;;0.1880 ;43.4160 ;;0.0487 ;0.1310 ;0.0802 ;0.0355 ;;0.0314 ;;0.0150 ;;;;;0.0001 ;;;;;;;;;;;;;0.0064 ;;;;;;;0.0081 ;;;;
1560;502;502;Norsjoe 99:2;7220374;705471;Norsjoe;No;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Sample point on inv.nr. marking;Fine-grained;Granoblastic;Non-foliated;Fine;No;White streaks;;16;55;7;;880;Medium;56.0318 ;;0.1880 ;43.4160 ;;0.0487 ;0.1310 ;0.0802 ;0.0355 ;;0.0314 ;;0.0150 ;;;;;0.0001 ;;;;;;;;;;;;;0.0064 ;;;;;;;0.0081 ;;;;
1561;503;503;Norsjoe 99:2;7220374;705471;Norsjoe;No;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Bad measurement;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;17;34;5;;578;Small;0.0129 ;1.9498 ;19.5493 ;72.6744 ;0.1493 ;0.4635 ;0.9766 ;2.1010 ;1.3817 ;;0.0077 ;0.1693 ;;0.0023 ;;;;;;;;;;;;;;;;;0.2040 ;;;;;;;0.3583 ;;;;
1562;503;503;Norsjoe 99:2;7220374;705471;Norsjoe;No;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Sample point on side without inv. nr. marking;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;17;34;5;;578;Small;0.0129 ;1.9498 ;19.5493 ;72.6744 ;0.1493 ;0.4635 ;0.9766 ;2.1010 ;1.3817 ;;0.0077 ;0.1693 ;;0.0023 ;;;;;;;;;;;;;;;;;0.2040 ;;;;;;;0.3583 ;;;;
1563;503;503;Norsjoe 99:2;7220374;705471;Norsjoe;No;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Sample point on side with inv. nr. marking;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;17;34;5;;578;Small;0.0129 ;1.9498 ;19.5493 ;72.6744 ;0.1493 ;0.4635 ;0.9766 ;2.1010 ;1.3817 ;;0.0077 ;0.1693 ;;0.0023 ;;;;;;;;;;;;;;;;;0.2040 ;;;;;;;0.3583 ;;;;
1564;504;504;Norsjoe 99:2;7220374;705471;Norsjoe;No;Light;Light gray;Felsitic porphyric quartz;Point;Point;Sample point on side without inv. nr. marking;Fine-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;37;73;10;;2701;Large;59.3741 ;;4.9064 ;34.8572 ;0.0176 ;0.1142 ;0.1193 ;0.1204 ;0.2850 ;;0.0024 ;;0.1219 ;;;;0.0006 ;0.0003 ;;;0.0083 ;0.0011 ;0.0142 ;;;;;;0.0006 ;;;;;;;;;0.0562 ;;;0.0003 ;
1565;504;504;Norsjoe 99:2;7220374;705471;Norsjoe;No;Light;Light gray;Felsitic porphyric quartz;Point;Point;Sample point on side with inv. nr. marking;Fine-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;37;73;10;;2701;Large;59.3741 ;;4.9064 ;34.8572 ;0.0176 ;0.1142 ;0.1193 ;0.1204 ;0.2850 ;;0.0024 ;;0.1219 ;;;;0.0006 ;0.0003 ;;;0.0083 ;0.0011 ;0.0142 ;;;;;;0.0006 ;;;;;;;;;0.0562 ;;;0.0003 ;
1566;505;505;Norsjoe 99:2;7220374;705471;Norsjoe;No;White;White;Quartz;Arrow point;Point;Sample point near base on lighter side (tip glued);Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;15;25;6;;375;Small;60.6134 ;;6.1944 ;32.4348 ;0.0197 ;0.0682 ;0.0153 ;0.1140 ;0.2731 ;0.0017 ;0.0045 ;;0.1577 ;;;;0.0005 ;;;;0.0060 ;0.0017 ;0.0097 ;;;;;;0.0006 ;;0.0150 ;;;;;;;0.0699 ;;;;
1567;505;505;Norsjoe 99:2;7220374;705471;Norsjoe;No;White;White;Quartz;Arrow point;Point;Sample point near base on darker side (tip glued);Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;15;25;6;;375;Small;60.6134 ;;6.1944 ;32.4348 ;0.0197 ;0.0682 ;0.0153 ;0.1140 ;0.2731 ;0.0017 ;0.0045 ;;0.1577 ;;;;0.0005 ;;;;0.0060 ;0.0017 ;0.0097 ;;;;;;0.0006 ;;0.0150 ;;;;;;;0.0699 ;;;;
